id,category,room,name,description,x,y,z
449,etc,104-804-1,NCC Operator Room,-,2169,706,8
450,etc,104-804-2,Next-Generation Catalysis Center,-,2169,706,8
451,etc,104-805-1,Next-Generation Catalysis Center,-,2237,768,8
452,lab,104-805-2,ECOCAT,-,2237,768,8
453,lab,104-805-3,ECOCAT,-,2237,768,8
454,etc,104-806,Core Facility Room,-,2194,744,8
455,lab,104-807,Graduate Student Office,-,2119,773,8
456,lab,104-808,Graduate Student Office,-,2094,752,8
457,lab,104-809,JW Energy Lab,-,2035,710,8
458,lab,104-810,Molecular Catalysis Lab,-,1948,641,8
459,etc,104-811,Seminar Room,-,1983,582,8
460,elevator,-,customer elevator,-,2100,703,9
461,office,104-901-1,Faculty Office,Huisung Lee,1874,584,9
462,office,104-901-2,Faculty Office,Sungphil Kim,1855,568,9
463,office,104-901-3,Faculty Office,Kwanmyung Kim,1833,554,9
464,office,104-901-4,Faculty Office,-,1814,538,9
465,office,104-901-5,Faculty Office,Ian Oakley,1865,471,9
466,office,104-901-6,Faculty Office,Meeting Room,1844,485,9
467,office,104-901-7,Faculty Office,Kyungho Lee,1905,502,9
468,office,104-901-8,Administration Office,-,1926,518,9
469,office,104-901-9,Administration Office,-,1946,533,9
470,office,104-901-10,Administration Office,-,1968,551,9
471,office,104-901-11,Administration Office,-,1872,500,9
472,ebox,-,emergency box,-,2132,705,9
473,shower,-,shower 1,-,2190,824,9
474,shower,-,shower 2,-,2242,760,9
475,shower,-,shower 3,-,1969,653,9
476,shower,-,shower 4,-,2064,622,9
477,toilet,-,9th floor toilet,-,2036,656,9
478,lab,104-902,Interactions Lab,-,1993,569,9
479,lab,104-903,Brain-Computer interface Lab,-,2083,638,9
480,lab,104-904,Design Research Lab,-,2169,706,9
481,etc,104-905,Design Workshop,-,2237,768,9
482,lab,104-906,Decision Neuroscience & Cognitive Engineering Lab,-,2194,744,9
483,lab,104-907,DxD Lab/IPD Lab,-,2119,773,9
484,etc,104-908,Material Library,-,2094,752,9
485,etc,104-909,design Studio,-,2035,710,9
486,lab,104-910,Design & electronics Convergence System Lab,-,1948,641,9
487,lab,104-911,ID Project Lab,-,1983,582,9
488,elevator,-,customer elevator,-,2100,703,10
489,office,104-1001-1,Faculty Office,Youngwoo Park,1874,584,10
490,office,104-1001-2,Faculty Office,Hwang Kim,1855,568,10
491,office,104-1001-3,Faculty Office,-,1833,554,10
492,office,104-1001-4,Faculty Office,Chajoong Kim,1814,538,10
493,office,104-1001-5,Faculty Office,Youngshin Kwak,1865,471,10
494,office,104-1001-6,Faculty Office,James Andrew,1844,485,10
495,office,104-1001-7,Faculty Office,Meeting Room,1905,502,10
496,office,104-1001-8,Faculty Office,Seongho Lee,1926,518,10
497,office,104-1001-9,Faculty Office,Dongil Chung,1946,533,10
498,office,104-1001-10,Faculty Office,Ohsang Kwon,1968,551,10
499,etc,104-1001-11,Meeding Room,-,1872,500,10
500,ebox,-,emergency box,-,2132,705,10
501,shower,-,shower 1,-,2190,824,10
502,shower,-,shower 2,-,2242,760,10
503,shower,-,shower 3,-,1969,653,10
504,shower,-,shower 4,-,2064,622,10
505,toilet,-,10th floor toilet,-,2036,656,10
506,lab,104-1002,Color & Affective Engineering Lab,-,1993,569,10
507,lab,104-1003,Interaction & Experience Lab,-,2083,638,10
508,lab,104-1004,Home Lab/Emotion Lab,-,2169,706,10
509,etc,104-1005,TD ROOM,-,2237,768,10
510,etc,104-1006,design Studio,-,2194,744,10
511,etc,104-1007,CAD,-,2119,773,10
512,etc,104-1008,Interaction Room,-,2094,752,10
513,lab,104-1009,Disegno T9/DESIS Lab,-,2035,710,10
514,lab,104-1010,Ergonomics Lab,-,1948,641,10
515,etc,104-1011,Seminar Room,-,1983,582,10
516,node,-,104-3-NE,-,2046,623,3
517,node,-,104-3-NW,-,2012,674,3
518,node,-,104-3-SE,-,2134,685,3
519,node,-,104-3-SW,-,2095,743,3
520,node,-,104-4-NE,-,2046,623,4
521,node,-,104-4-NW,-,2012,674,4
522,node,-,104-4-SE,-,2134,685,4
523,node,-,104-4-SW,-,2095,743,4
524,node,-,104-5-NE,-,2046,623,5
525,node,-,104-5-NW,-,2012,674,5
526,node,-,104-5-SE,-,2134,685,5
527,node,-,104-5-SW,-,2095,743,5
528,node,-,104-6-NE,-,2046,623,6
529,node,-,104-6-NW,-,2012,674,6
530,node,-,104-6-SE,-,2134,685,6
531,node,-,104-6-SW,-,2095,743,6
532,node,-,104-7-NE,-,2046,623,7
533,node,-,104-7-NW,-,2012,674,7
534,node,-,104-7-SE,-,2134,685,7
535,node,-,104-7-SW,-,2095,743,7
536,node,-,104-8-NE,-,2046,623,8
537,node,-,104-8-NW,-,2012,674,8
538,node,-,104-8-SE,-,2134,685,8
539,node,-,104-8-SW,-,2095,743,8
540,node,-,104-9-NE,-,2046,623,9
541,node,-,104-9-NW,-,2012,674,9
542,node,-,104-9-SE,-,2134,685,9
543,node,-,104-9-SW,-,2095,743,9
544,node,-,104-10-NE,-,2046,623,10
545,node,-,104-10-NW,-,2012,674,10
546,node,-,104-10-SE,-,2134,685,10
547,node,-,104-10-SW,-,2095,743,10
548,office,106-305-2,Student Lounge,-,1836,1227,3
549,lab,106-307-1,Lab of AI and Robotics,-,1772,1265,3
550,office,106-308,EE Administration Office,-,1742,1119,3
551,lab,106-309,Advanced Electronics Experiments Lab,-,1704,1070,3
552,lab,106-310,Fundamental Circuits Experiments Lab,-,1632,980,3
553,office,106-301-1,Faculty Office,Seungryul Han,1573,888,3
554,office,106-301-2,Faculty Office,Jee Hoon Jung,1555,868,3
555,office,106-301-4,Faculty Office,Jaiyong Lee,1514,818,3
556,office,106-301-5,Faculty Office,Hyeonwoo Yu,1596,762,3
557,office,106-301-6,Faculty Office,Se-Un Shin,1615,789,3
558,office,106-301-7,Faculty Office,Jimin Kwon,1631,808,3
559,etc,106-301-11,Meeting Room,-,1597,796,3
560,lab,106-302-1,Human-Computer Interaction Lab,-,1707,917,3
561,lab,106-302-2,Intelligent Wireless Communication Lab,-,1752,968,3
562,lab,106-303-1,Data Mining Lab,-,1779,1014,3
563,lab,106-303-2,Secure Software Lab,-,1815,1058,3
564,lab,106-304-1,Power & Integrated Circuit Technology for Universal Systems Lab,-,1846,1113,3
565,lab,106-304-2,Advanced Power Interface and Power Electronics Lab,-,1887,1164,3
566,lab,106-305-1,Power Electronics Lab,-,1836,1227,3
567,etc,106-306,Server Room,-,1872,1171,3
568,class room,106-311,Lecture Room,-,1691,924,3
569,elevator,-,elevator,-,1775,1088,3
570,ebox,-,emergency box,-,1807,1096,3
571,toilet,-,toilet,-,1726,1022,3
572,shower,-,shower,-,1827,1225,3
573,shower,-,shower,-,1893,1182,3
574,office,106-401-1,Faculty Office,Seong-Jin Kim,1573,888,4
575,office,106-401-2,Faculty Office,Sung Whan Yoon,1555,868,4
576,office,106-401-3,Faculty Office,Franklin Bien,1541,847,4
577,office,106-401-4,Faculty Office,Seung Joon Yang,1514,818,4
578,office,106-401-5,Faculty Office,Kyuho Lee,1596,762,4
579,office,106-401-6,Faculty Office,Jooyong Yi,1615,789,4
580,office,106-401-7,Faculty Office,Hyoil Kim,1631,808,4
581,office,106-401-8,Faculty Office,Heein Yoon,1649,834,4
582,office,106-401-9,Faculty Office,Seungryul Baek,1666,856,4
583,office,106-401-10,Faculty Office,Sungahn Ko,1685,883,4
584,etc,106-401-11,Meeting Room,-,1597,796,4
585,lab,106-402-1,Embedded AI Lab,-,1707,917,4
586,lab,106-403,Wireless & Mobile Networking Lab,-,1779,1014,4
587,lab,106-404,Human-AI Interaction and Visualization,-,1846,1113,4
588,lab,106-405-1,Internet of Things System Lab,-,1836,1227,4
589,lab,106-405-2,Circuits and Systems Design Lab,-,1836,1227,4
590,etc,106-406,Dark Room,-,1872,1171,4
591,lab,106-405-3,Bien's Integrated Circuit Design Lab,-,1836,1227,4
592,lab,106-407-1,Programming Languages and Software Engineering Lab,-,1772,1265,4
593,lab,106-407-2,UNIST Vision and Learning Lab,-,1813,1217,4
594,office,106-408,CSE Administration Office,-,1742,1119,4
595,lab,106-409-1,Machine Intelligence and Information Learning Laboratory,-,1666,1028,4
596,lab,106-409-2,Advanced Circuits and Electronics Lab,-,1704,1070,4
597,lab,106-410-1,Signal Processing Lab,-,1601,931,4
598,lab,106-410-2,Intelligent Systems Lab,-,1632,980,4
599,class room,106-411,Lecture Room,-,1691,924,4
600,elevator,-,elevator,-,1775,1088,4
601,ebox,-,emergency box,-,1807,1096,4
602,toilet,-,toilet,-,1726,1022,4
603,shower,-,shower,-,1827,1225,4
604,shower,-,shower,-,1893,1182,4
605,office,106-501-1,Faculty Office,Seulki Lee,1573,888,5
606,office,106-501-2,Faculty Office,Jae-Young Sim,1555,868,5
607,office,106-501-3,Faculty Office,Jeong hwan Jeon,1541,847,5
608,office,106-501-4,Faculty Office,Yunsik Lee,1514,818,5
609,office,106-501-5,Faculty Office,Jongeun Lee,1596,762,5
610,office,106-501-6,Faculty Office,Jae Joon Kim,1615,789,5
611,office,106-501-7,Faculty Office,Jingook Kim,1631,808,5
612,office,106-501-8,Faculty Office,Gangil Byun,1649,834,5
613,office,106-501-9,Faculty Office,Youngbin Im,1666,856,5
614,office,106-501-10,Faculty Office,Jooyeon Kim,1685,883,5
615,office,106-501-11,Research Administration Office,-,1597,796,5
616,lab,106-502-1,Next-generation Networks and Systems Laboratory,-,1707,917,5
617,lab,106-502-2,Machine Learning & Intelligent Control Lab,-,1752,968,5
618,lab,106-503,Intelligent Computing and Codesign Lab,-,1779,1014,5
619,lab,106-504-1,Integrated Circuit and Electromagnetic compatibility Lab,-,1846,1113,5
620,lab,106-504-2,Antenna Technology Laboratory,-,1887,1164,5
621,etc,106-505-1,PC Room (windows&Linux),-,1836,1227,5
622,etc,106-506,Server Room,-,1872,1171,5
623,etc,106-505-2,PC Room (Mac),-,1836,1227,5
624,lab,106-507,Bio-inspired Advanced Sensor Lab,-,1772,1265,5
625,etc,106-508,Cafeteria,-,1742,1119,5
626,lab,106-509,Visual Information Processing Lab,-,1666,1028,5
627,lab,106-510-2,Robotics and Mobility Lab,-,1632,980,5
628,class room,106-511,Lecture Room,-,1691,924,5
629,elevator,-,elevator,-,1775,1088,5
630,ebox,-,emergency box,-,1807,1096,5
631,toilet,-,toilet,-,1726,1022,5
632,shower,-,shower,-,1827,1225,5
633,shower,-,shower,-,1893,1182,5
634,office,106-601-1,Faculty Office,Kyung Rok Kim,1573,888,6
635,office,106-601-2,Faculty Office,Min-Suk Kwon,1555,868,6
636,office,106-601-3,Faculty Office,Hyungon Moon,1514,818,6
637,office,106-601-5,Faculty Office,Myeongjae Jeon,1596,762,6
638,office,106-601-6,Faculty Office,Il-Sug Chung,1615,789,6
639,office,106-601-7,Faculty Office,Young-ri Choi,1631,808,6
640,office,106-601-8,Faculty Office,Woongki Baek,1649,834,6
641,office,106-601-9,Faculty Office,Jongwon Lee,1666,856,6
642,office,106-601-10,Faculty Office,Myungsoo Kim,1685,883,6
643,office,106-601-11,Research Administration Office,-,1597,796,6
644,lab,106-602,Nano-Electronic Emerging Devices lab,-,1707,917,6
645,lab,106-603-1,Nano-OptoElectronics Lab,-,1779,1014,6
646,lab,106-603-2,Laboratory of Advanced Imaging Technology,-,1815,1058,6
647,lab,106-604,Nanostructured Photonic Devices Lab,-,1846,1113,6
648,lab,106-605-1,Next-generation Embedded Computer System Software Technology lab,-,1836,1227,6
649,lab,106-605-2,Intelligent System Software Lab,-,1836,1227,6
650,lab,106-605-3,System Software Laboratory,-,1836,1227,6
651,etc,106-606,Server Room,-,1872,1171,6
652,lab,106-605-4,Computer Systems Security Lab,-,1836,1227,6
653,lab,106-605-5,OMNIA,-,1836,1227,6
654,office,106-608,Research Division Electrical and Computer Engineering,-,1742,1119,6
655,lab,106-609-1,Nano Electronics and Technology Lab,-,1666,1028,6
656,lab,106-609-2,Nanoelectronics and 3D Packaging Lab,-,1704,1070,6
657,lab,106-610,Ubiquitous Photonics Lab,-,1601,931,6
658,class room,106-611,Lecture Room,-,1691,924,6
659,elevator,-,elevator,-,1775,1088,6
660,ebox,-,emergency box,-,1807,1096,6
661,toilet,-,toilet,-,1726,1022,6
662,shower,-,shower,-,1827,1225,6
663,shower,-,shower,-,1893,1182,6
664,office,106-701-1,Faculty Office,Antoine Vigneron,1573,888,7
665,office,106-701-2,Faculty Office,Hyemin Ahn,1555,868,7
666,office,106-701-3,Faculty Office,EunMi Choi,1541,847,7
667,office,106-701-4,Faculty Office,Hak-Sun Kim,1514,818,7
668,office,106-701-5,Faculty Office,Jaejun Yoo,1596,762,7
669,office,106-701-6,Faculty Office,Tsz-Chiu Au,1615,789,7
670,office,106-701-7,Faculty Office,Junghoon Kim,1631,808,7
671,office,106-701-8,Faculty Office,Yuseok Jeon,1649,834,7
672,office,106-701-9,Faculty Office,Jaeyeon Lee,1666,856,7
673,office,106-701-10,Faculty Office,Taehwan Kim,1685,883,7
674,etc,106-701-11,Meeting Room,-,1597,796,7
675,lab,106-702,Electromagnetic Wave Characterization Lab,-,1707,917,7
676,lab,106-703-1,Center for nanoelectronic Brain-inspired Systems,-,1779,1014,7
677,lab,106-703-2,"Machine Learning, Vision and Language Lab",-,1815,1058,7
678,lab,106-704,THz Vacuum Electronics & Applied Electromagnetics Lab,-,1846,1113,7
679,etc,106-705,AI Room,-,1836,1227,7
680,lab,106-707-1,3D Vision & Robotics Lab,-,1772,1265,7
681,lab,106-707-2,AI & Human-Robot Interaction Laboratory,-,1813,1217,7
682,lab,106-709-1,Agents and Robotic Transportation Lab,-,1666,1028,7
683,lab,106-710-1,Geometric Algorithms Lab,-,1601,931,7
684,lab,106-710-2,Machine Learning and Vision Lab,-,1632,980,7
685,class room,106-711,Lecture Room,-,1691,924,7
686,elevator,-,elevator,-,1775,1088,7
687,ebox,-,emergency box,-,1807,1096,7
688,toilet,-,toilet,-,1726,1022,7
689,shower,-,shower,-,1827,1225,7
690,shower,-,shower,-,1893,1182,7
691,office,106-801-5,Faculty Office,Ilwoo Lyu,1596,762,8
692,office,106-801-6,Faculty Office,Mijung Kim,1615,789,8
693,office,106-801-7,Faculty Office,Hyounghun Kim,1631,808,8
694,office,106-801-8,Faculty Office,Min Woo Ryu,1649,834,8
695,office,106-801-10,Faculty Office,Kyungdon Joo,1685,883,8
696,office,106-801-11,AIGS Administration Office,-,1597,796,8
697,lab,106-802,5T-SPACE Research Center,-,1707,917,8
698,lab,106-803-1,3D Shape Analysis Lab,-,1779,1014,8
699,lab,106-803-2,Software Testing and Analysis Research Lab,-,1815,1058,8
700,etc,106-804-2,Public Server Room,-,1887,1164,8
701,etc,106-805-1,RuC2N,-,1836,1227,8
702,class room,106-811,Lecture Room,-,1691,927,8
703,etc,106-801-1,Uan Tech,-,1573,888,8
704,etc,106-801-4,The LOAD,-,1514,818,8
705,etc,106-805-2,INOPLAZTECH,-,1836,1227,8
706,etc,106-805-4,EM CORETECH,-,1836,1227,8
707,etc,106-805-5,AMHOLO,-,1836,1227,8
708,etc,106-805-6,Startup Lounge,-,1836,1227,8
709,lab,106-807A,Language & Intelligence Lab,-,1813,1217,8
710,etc,106-807B,Fusion Biotechnology,-,1772,1265,8
711,etc,106-809,Feel the Same,-,1704,1070,8
712,etc,106-810,The LOAD,-,1632,980,8
713,elevator,-,elevator,-,1775,1088,8
714,ebox,-,emergency box,-,1807,1096,8
715,toilet,-,toilet,-,1726,1022,8
716,shower,-,shower,-,1827,1225,8
717,shower,-,shower,-,1893,1182,8
718,node,-,106-3-NE,-,1735,991,3
719,node,-,106-3-SE,-,1805,1087,3
720,node,-,106-3-SW,-,1739,1117,3
721,node,-,106-3-NW,-,1681,1033,3
722,node,-,106-4-NE,-,1735,991,4
723,node,-,106-4-SE,-,1805,1087,4
724,node,-,106-4-SW,-,1739,1117,4
725,node,-,106-4-NW,-,1681,1033,4
726,node,-,106-5-NE,-,1735,991,5
727,node,-,106-5-SE,-,1805,1087,5
728,node,-,106-5-SW,-,1739,1117,5
729,node,-,106-5-NW,-,1681,1033,5
730,node,-,106-6-NE,-,1735,991,6
731,node,-,106-6-SE,-,1805,1087,6
732,node,-,106-6-SW,-,1739,1117,6
733,node,-,106-6-NW,-,1681,1033,6
734,node,-,106-7-NE,-,1735,991,7
735,node,-,106-7-SE,-,1805,1087,7
736,node,-,106-7-SW,-,1739,1117,7
737,node,-,106-7-NW,-,1681,1033,7
738,node,-,106-8-NE,-,1735,991,8
739,node,-,106-8-SE,-,1805,1087,8
740,node,-,106-8-SW,-,1739,1117,8
741,node,-,106-8-NW,-,1681,1033,8
742,door,-,csdoor,-,1443,1047,1
743,cafe,-,Bread&Co,-,1489,1109,1
744,store,-,Convenient,-,1537,1085,1
745,store,-,Mom's Touch,-,1433,1135,1
746,ebox,-,emergency box,-,1417,1091,1
747,toilet,-,toilet,-,1499,1143,1
748,door,-,cs 108 door,-,1254,1072,1
749,office,108-u101,UCRF Office,-,1329,1119,1
750,etc,108-u103,Supercomputing Center,-,1350,1251,1
751,etc,108-u104,Infrastructure Room II,-,1364,1439,1
752,office,108-u106,Control Center,-,1304,1416,1
753,door,-,door,-,1348,1495,1
754,office,108-u107,UNIST Operations Center,-,1274,1301,1
755,office,108-u108,UNIST Operations Center,-,1248,1204,1
756,etc,108-u109,UCRF Seminar Room,-,1219,1138,1
757,addto,-,addto,-,1203,1118,1
758,stair,-,stair,-,1269,1113,1
759,elevator,-,elevator,-,1285,1161,1
760,toilet,-,toilet,-,1294,1223,1
761,stair,-,stair,-,1326,1333,1
762,elevator,-,elevator,-,1356,1386,1
763,node,-,node29,-,1306,1131,1
764,node,-,node30,-,1333,1442,1
765,node,-,node31,-,1306,1359,1
766,node,-,node32,-,1275,1253,1
767,node,-,node33,-,1248,1159,1
768,node,-,node34,-,1234,1124,1
769,node,-,node35,-,1219,1085,1
770,node,-,node36,-,1077,1130,1
771,node,-,node37,-,949,1142,1
772,stair,-,stair,-,1165,1221,1
773,classroom,108-u110,Amphitheater,-,1057,1206,1
774,stair,-,stair,-,951,1235,1
775,door,-,door,-,1043,1103,1
776,classroom,110-n101,Amphitheater,-,867,1226,1
777,classroom,110-n102,Amphitheater,-,867,1334,1
778,classroom,110-n103,Amphitheater,-,867,1390,1
779,classroom,110-n104,Amphitheater,-,868,1501,1
780,door,-,door,-,825,1582,1
781,classroom,110-n105,Amphitheater,-,768,1504,1
782,classroom,110-n106-2,Flipped Classroom,-,771,1458,1
783,classroom,110-n106-1,Flipped Classroom,-,770,1363,1
784,classroom,110-n107-1,Flipped Classroom,-,769,1287,1
785,classroom,110-n107-2,Flipped Classroom,-,767,1227,1
786,aed,-,aed,-,812,1154,1
787,stair,-,stair,-,834,1180,1
788,elevator,-,elevator,-,818,1220,1
789,toilet,-,toilet,-,819,1304,1
790,shower,-,shower,-,817,1341,1
791,etc,110-n110,Multi Purpose Room,-,816,1388,1
792,stair,-,stair,-,825,1437,1
793,elevator,-,elevator,-,819,1491,1
794,node,-,node39,-,856,1485,1
795,node,-,node40,-,853,1327,1
796,node,-,node41,-,852,1209,1
797,node,-,node42,-,784,1487,1
798,node,-,node43,-,781,1327,1
799,node,-,node44,-,781,1212,1
800,door,-,door,-,587,1102,1
801,stair,-,stair,-,687,1239,1
802,classroom,112-i110,Learning Commons,-,588,1219,1
803,stair,-,stair,-,478,1198,1
804,node,-,node45,-,651,1150,1
805,node,-,node46,-,527,1131,1
806,door,-,door,-,377,1083,1
807,classroom,112-i101-1,Flipped Classroom,-,418,1152,1
808,classroom,112-i101-2,Flipped Classroom,-,384,1293,1
809,lab,112-i103,Specialized Experiment Lab.,-,326,1304,1
810,etc,112-i104,-,-,316,1262,1
811,door,-,door,-,333,1449,1
812,elevator,-,elevator,-,307,1402,1
813,stair,-,stair,-,336,1363,1
814,toilet,-,toilet,-,358,1250,1
815,elevator,-,elevator,-,365,1177,1
816,stair,-,stair,-,386,1128,1
817,node,-,node47,-,339,1407,1
818,node,-,node48,-,374,1274,1
819,node,-,node49,-,426,1109,1
820,door,-,door,-,1375,1518,2
821,office,108-u201,Graduate student council office,-,1248,1204,2
822,office,108-u202,Office of Dean College of Engineering,-,1219,1138,2
823,office,108-u203,Academic & Students Affairs Team College of Information and Biotechnology,-,1329,1119,2
824,etc,108-u204,Waste Storage,-,1274,1301,2
825,node,-,node50,-,1306,1356,2
826,node,-,node51,-,1275,1253,2
827,node,-,node52,-,1248,1159,2
828,node,-,node53,-,1234,1124,2
829,stair,-,stair,-,1269,1113,2
830,elevator,-,elevator,-,1285,1161,2
831,toilet,-,toilet,-,1294,1223,2
832,stair,-,stair,-,1326,1333,2
833,elevator,-,elevator,-,1356,1386,2
834,node,-,node54,-,856,1485,2
835,node,-,node55,-,853,1327,2
836,node,-,node56,-,852,1209,2
837,node,-,node57,-,784,1487,2
838,node,-,node58,-,781,1327,2
839,node,-,node59,-,781,1212,2
840,node,-,node60,-,1210,1304,2
841,stair,-,stair,-,1183,1270,2
842,classroom,108-u110,Amphitheater,-,1110,1321,2
843,node,-,node61,-,1019,1336,2
844,stair,-,stair,-,953,1307,2
845,etc,110-001,Faculty Conference Room,-,960,1347,2
846,etc,110-002,Faculty Conference Room,-,868,1501,2
847,etc,110-003,Faculty Conference Room,-,872,1560,2
848,etc,110-004,Faculty Conference Room,-,867,1390,2
849,etc,110-005,Faculty Conference Room,-,867,1454,2
850,etc,-,Executive Faculty Lounge,-,916,1321,2
851,cafe,-,Dutch & Bean,-,816,1388,2
852,etc,108-u207-7,Haedong Hall,-,768,1504,2
853,etc,108-u207-8,Haedong Hall,-,771,1458,2
854,stair,-,stair,-,834,1180,2
855,elevator,-,elevator,-,818,1220,2
856,toilet,-,toilet,-,819,1304,2
857,stair,-,stair,-,825,1437,2
858,elevator,-,elevator,-,819,1491,2
859,door,-,door,-,828,1582,2
860,node,-,node62,-,721,1352,2
861,stair,-,stair,-,687,1311,2
862,classroom,112-i110,Learning Commons,-,623,1337,2
863,node,-,node63,-,558,1351,2
864,stair,-,stair,-,458,1278,2
865,etc,112-i203,Video Conference Room,-,296,1247,2
866,etc,112-i204,Innovative Education Center,-,326,1149,2
867,etc,112-i205,Digital Learning Studio,-,418,1152,2
868,elevator,-,elevator,-,307,1402,2
869,stair,-,stair,-,336,1363,2
870,toilet,-,toilet,-,358,1250,2
871,elevator,-,elevator,-,365,1177,2
872,stair,-,stair,-,386,1128,2
873,node,-,node64,-,339,1407,2
874,node,-,node65,-,374,1274,2
875,node,-,node66,-,408,1167,2
876,node,-,node67,-,319,1238,2
877,node,-,node68,-,351,1142,2
878,etc,108-301,Conference Room,-,1241,1037,3
879,office,108-301-1,Department of Mathematical Sciences Admin. Office,-,1213,1090,3
880,office,108-301-2,Department of Mathematical Sciences Admin. Office,-,1207,1071,3
881,office,108-301-3,Faculty Office,Jinhyuk Choi,1198,1047,3
882,office,108-301-4,Faculty Office,Kyudong Choi,1191,1023,3
883,office,108-301-5,Faculty Office,Jaehun Cho,1183,998,3
884,office,108-301-6,Faculty Office,Bongsoo Jang,1175,979,3
885,office,108-301-7,Faculty Office,Pilwon Kim,1208,997,3
886,office,108-301-8,Faculty Office,Changhyeong Lee,1252,986,3
887,office,108-301-9,Faculty Office,Changyeol Jung,1259,956,3
888,office,108-301-10,Faculty Office,Bongsuk Kwon,1268,978,3
889,office,108-301-11,Faculty Office,Yunho Kim,1275,1000,3
890,office,108-301-12,Faculty Office,Hantaek Bae,1283,1024,3
891,office,108-301-13,Faculty Office,Haesang Sun,1290,1048,3
892,office,108-301-14,Faculty Office,Choi Park,1298,1069,3
893,lab,108-302,Zeta function and Arithmetics Lab.,-,1311,1090,3
894,lab,108-303,Center for Analysis and PDEs,-,1330,1139,3
895,shower,-,shower,-,1339,1170,3
896,lab,108-304,Probability Modeling Lab.,-,1344,1190,3
897,lab,108-305,Numerical Analysis and Mathematical Imaging Lab.,-,1360,1234,3
898,shower,-,shower,-,1372,1264,3
899,lab,108-306,Computational Mathematical Sciences,-,1377,1285,3
900,lab,108-307,Arithmetic Geometry Lab. Mathematical Physics Lab,-,1391,1326,3
901,lab,108-308,Nonlinear Analysis in PDEs Lab,-,1408,1372,3
902,shower,-,shower,-,1420,1408,3
903,lab,108-309,Researcher Room II,-,1426,1430,3
